FamilyID	Brapa_v1.3.priTranscripts<1>	Boleracea_capitata_v1.0.priTranscripts<2>	Athaliana_Araport11.priTranscripts<3>	Ahalleri_v2.1.0.priTranscripts<4>	Alyrata_v2.1.priTranscripts<5>	<6>	<7>	<8>	<9>
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
null	0.215868	0.648246	0.206153	0.119585	0.0419393	N/A	0.710976	0.71598	0.577947
